timestamp,energy_consumption,efficiency,cost,safety_score,patient_comfort,air_quality,medical_equipment_uptime
2025-05-30 16:20:24.676957,874.5071229516849,75.1593264293735,8271.53233805556,98.28029807704253,80.0,90.4182012366649,93.80893012963229
2025-05-30 17:20:24.676957,797.2171859176602,76.84711433749492,6204.502203036472,99.20107870652342,86.62077747410501,90.50028510796172,96.84106348804985
2025-05-30 18:20:24.676957,932.808674679174,85.45190520524655,8897.535923821555,94.04979028471753,86.66100051235526,94.28389763145879,98.4788506343907
2025-05-30 19:20:24.676957,1081.2956134524673,83.39958004621506,7466.244969304265,94.49821299053822,92.5241499564921,89.48060467529297,94.31633795907563
2025-05-30 20:20:24.676957,834.143870122722,82.21487716029782,7791.202490838341,93.64467367010911,87.32288918470414,91.4089968787673,96.52255404108895
2025-05-30 21:20:24.676957,849.5758274668783,83.25581655890693,9598.684336038945,95.7316271150797,89.74497494660797,92.36693108709166,92.89228227061395
2025-05-30 22:20:24.676957,1135.7896231218297,84.79942375454704,10704.388317243007,97.17214116347051,89.13687929954379,92.58080435053175,96.74889101071346
2025-05-30 23:20:24.676957,1026.8116773685651,81.47200309100083,8998.23389596063,98.25375526246667,82.43736750627075,92.05873322965988,95.677934201262
2025-05-31 00:20:24.676957,852.4575773549069,80.73389780055669,9539.28365524773,96.16673436594344,91.24832133174357,93.26704481504612,96.26471297754892
2025-05-31 01:20:24.676957,1013.6776775706369,84.83992498700317,11728.312781394081,95.71836410034196,89.70301221619414,93.91917438501328,94.06691500278086
2025-05-31 02:20:24.676957,870.2932089732146,80.34507878312002,9623.336246444696,96.7008546460876,90.69306094594971,94.06031550424133,92.07517183045579
2025-05-31 03:20:24.676957,875.4478019822013,86.08547843075162,13239.335711362746,94.76617344290169,95.0,90.67647843945409,96.44296337566074
2025-05-31 04:20:24.676957,985.013092963658,77.82720427093453,10246.323097398155,100.0,83.1329987081287,92.13623827069259,91.34859894789537
2025-05-31 05:20:24.676957,662.9992213358253,88.92974022610422,6804.193139392062,93.29883904954819,94.66473036281454,95.1499025540002,94.87946011929924
2025-05-31 06:20:24.676957,690.3688054527564,86.86896240953561,10608.187026639489,96.92219245491968,88.73121603556159,94.6048152812669,97.43507502996816
2025-05-31 07:20:24.676957,861.7340152455835,86.15742657576544,10067.980057230248,100.0,90.55591413339414,90.12421216526033,95.97483588506874
2025-05-31 08:20:24.676957,789.0221530026352,89.20753020898604,11433.989535686376,96.64273281035223,89.65504958818345,93.62651815178737,99.0
2025-05-31 09:20:24.676957,980.9263975322981,90.0,10497.26924258364,96.28689611427863,88.61367007186128,89.0199039950162,97.71719248944518
2025-05-31 10:20:24.676957,788.5039077886208,89.58531148761232,9253.087470341632,95.98965762092932,88.26865523119814,93.12214178742697,94.39675168989902
2025-05-31 11:20:24.676957,701.9865510268446,78.27103705913694,7583.002777097073,96.38105757530114,91.05529054205068,96.87479813095989,95.79646769852883
2025-05-31 12:20:24.676957,1121.1667924209057,80.6098484769261,9050.411254309485,99.52453363397036,85.60054718268353,91.2334995122521,95.68409527952844
2025-05-31 13:20:24.676957,853.4831523556319,83.30908705557935,8019.03336865936,92.39179708346013,92.48566686247787,91.50964342490138,92.6511673794269
2025-05-31 14:20:24.676957,882.2526229514858,85.97922460131639,8341.959431022302,99.91874633272465,89.06363342204114,94.75429326709258,93.97108109716329
2025-05-31 15:20:24.676957,642.1476279817398,87.99805020336592,10001.425424895995,94.03998190903076,86.99659684298803,90.18747133402465,94.76637439997133
2025-05-31 16:20:24.676957,757.1354937703892,83.06285814015288,11518.051527353835,96.39025369261412,89.10753613091555,92.05325928417287,91.85111734537108
2025-05-31 17:20:24.676957,837.80638966546,86.73704700432452,9489.715510890408,96.10036223661109,94.29586060501141,94.55615979521016,96.0538380137117
2025-05-31 18:20:24.676957,630.589609745569,82.97823515150658,6979.42746467942,98.17086681522892,88.98120742068134,92.13798714302202,95.4956165863814
2025-05-31 19:20:24.676957,841.6174136900846,83.54908776191431,9307.973822680957,93.83202327953873,91.72123427528369,92.97663437431834,92.68248418068308
2025-05-31 20:20:24.676957,677.4029344540724,80.34952842139941,10297.429455202333,97.98671772800564,88.5074324993831,94.9776576605718,96.87079812639642
2025-05-31 21:20:24.676957,706.4481592978984,82.2499437308986,7444.1996373419,100.0,93.02417487608616,94.37175004112413,97.52779336296567
2025-05-31 22:20:24.676957,643.3659416713626,80.48865210104745,8010.654262080424,94.40293693760445,92.85264047427229,94.10029061184576,96.58335390451984
2025-05-31 23:20:24.676957,995.8380706159477,81.93039212040632,8084.403285743731,97.5414826562954,95.0,92.92499532322748,95.51393397065667
2025-06-01 00:20:24.676957,701.5256049812236,89.97314908117265,6735.0913152352705,95.87042652713157,90.34735574437002,94.37850536713991,97.3772751862285
2025-06-01 01:20:24.676957,531.8346065307201,81.87215626579946,8735.802109550916,98.07800811633294,92.91210971462851,93.42458659700152,97.58667442490025
2025-06-01 02:20:24.676957,802.3890745279923,90.0,7435.26612404808,97.29588160286845,91.22779642592279,94.6198272637503,96.87239318747632
2025-06-01 03:20:24.676957,486.1370866423084,87.42610907011905,8103.123824326112,96.00546155638676,94.84396453555442,92.74098240095208,94.63921087360586
2025-06-01 04:20:24.676957,692.7298154422351,86.06487833789423,6004.981068354571,98.2945139136851,88.81787788174887,93.39877766501081,96.87197087496531
2025-06-01 05:20:24.676957,400.0,81.7528307682195,6549.058338152145,100.0,93.22265847224477,91.81148178625607,98.73953712490726
2025-06-01 06:20:24.676957,452.5104048743658,87.83676235035965,8165.785200327579,96.9960353067665,90.4120385435767,93.7472517722193,95.18458477299764
2025-06-01 07:20:24.676957,679.6078569562759,82.57130786732542,6409.101033086388,98.8460747226972,90.80726062936441,92.21949946821458,99.0
2025-06-01 08:20:24.676957,761.3452956739354,85.18989198078606,9455.242033888217,94.84816626605671,91.27397826246964,91.63598527161047,95.38345031382828
2025-06-01 09:20:24.676957,678.9263226873248,90.0,6173.1300549814805,95.54941890581777,91.74954033323755,94.40229989957416,96.52710568613406
2025-06-01 10:20:24.676957,640.6306913028726,83.94508299919772,7029.663430007447,98.43409879570247,90.63344247722836,94.32966023489635,95.14431504792904
2025-06-01 11:20:24.676957,619.6118972666534,88.7272329353652,8024.637342685452,100.0,91.61080884752569,95.48741759830929,96.96222679763108
2025-06-01 12:20:24.676957,451.74354016642326,81.11058475945104,5000.0,98.25270445536925,95.0,93.07517906108633,93.05703437252738
2025-06-01 13:20:24.676957,576.1086956073955,83.56956555894747,5000.0,96.94053775820866,93.87789194948024,94.76755240932683,95.47457022162152
2025-06-01 14:20:24.676957,627.2201686164628,90.0,5000.0,97.58978605091944,93.49941276594804,95.06530220529206,94.4069608393756
2025-06-01 15:20:24.676957,868.6062346137309,80.75644362571715,8393.991268794622,95.1143007328708,89.49111000474318,94.86374781769089,96.88579289659482
2025-06-01 16:20:24.676957,776.5964609677338,90.0,5677.965867907569,98.84741378931274,88.15121393637101,92.33160933077909,98.62727788761981
2025-06-01 17:20:24.676957,476.6914430968718,85.63192768070898,10363.620009565879,99.42566086563076,93.64153623707776,94.28857566409755,97.95300711521304
2025-06-01 18:20:24.676957,806.7002706793803,80.3146129286624,5715.242190019209,96.77876130394964,93.35603265806644,94.72327056531743,91.93962324789801
2025-06-01 19:20:24.676957,717.8683556552794,84.85563956326315,6888.104931303957,96.76413174837973,95.0,94.01269282435884,99.0
2025-06-01 20:20:24.676957,691.9859171727969,85.9765817014113,8987.982945271584,98.25656491379077,88.80745706061487,89.82692812371776,97.31536833572841
2025-06-01 21:20:24.676957,903.2623194700078,84.33364823084784,9760.738168902833,96.87127149260878,89.8701754785776,94.32061047821554,95.19171268370397
2025-06-01 22:20:24.676957,983.9819056394741,75.32610674545774,9933.108633620617,97.63165038451825,85.57569789475974,98.0,97.07817145175177
2025-06-01 23:20:24.676957,986.4232223944364,78.46046852012753,8754.238857534127,100.0,89.24807589327615,93.27365151939387,97.13479436512826
2025-06-02 00:20:24.676957,737.5756810880537,80.14322513624447,8589.193831908711,97.30614948286102,93.34265930699159,92.53193220868552,95.46650345044988
2025-06-02 01:20:24.676957,832.8908546137574,80.60296760230732,8062.7621099053185,97.10058668818932,88.87715598685817,94.7273507277351,97.21310032691592
2025-06-02 02:20:24.676957,943.636469258783,83.15474763731977,8470.638345129322,96.53852260627322,92.11813371769323,94.59619477860424,95.61866164230292
2025-06-02 03:20:24.676957,1053.6017536522575,81.1590003319661,6612.406428261846,99.33759596781591,89.5417229793171,96.34591927640892,96.040488039436
2025-06-02 04:20:24.676957,847.1740439005794,75.0,6353.578427568151,97.50162982549824,90.99856062631814,91.43195894993862,95.49151990042428
2025-06-02 05:20:24.676957,901.2692616852626,81.53880191235648,7721.694557475429,96.57945263599528,86.49323082555611,95.39594928881658,94.01285613315883
2025-06-02 06:20:24.676957,771.3787200237591,82.25557879285815,7620.088961986363,100.0,90.09875112231884,95.09778668866076,97.18324093932985
2025-06-02 07:20:24.676957,764.133665245962,81.8554928964931,7345.378776735613,100.0,80.77358403587007,93.61467815584817,98.0747795562137
2025-06-02 08:20:24.676957,1069.6143734698637,83.75112793400285,9219.404978460814,96.71518458910103,89.08737783479542,94.55666558321403,97.94579891273119
2025-06-02 09:20:24.676957,1153.2175060918141,82.58462398145973,9755.63779498749,94.19403646811315,84.65508438431897,95.91683439320445,98.56696687610486
2025-06-02 10:20:24.676957,938.871718620911,80.91648687355654,8599.92237470784,99.95245757991037,93.06045139460639,95.57950667062053,97.58611062026627
2025-06-02 11:20:24.676957,1097.942197095183,78.64044459110931,10823.57000250779,96.57770943187063,91.66834599191915,91.52414250250295,95.88151808695683
2025-06-02 12:20:24.676957,997.2765012047313,75.0,7028.636355507656,99.53698040319617,90.62765545491429,95.42417367541773,98.63505693373301
2025-06-02 13:20:24.676957,839.8247918810908,80.35603526232957,8577.170457662723,94.02349942532105,93.68021579975331,93.62655091593312,94.24867198106085
2025-06-02 14:20:24.676957,982.3991770395041,79.34444765899809,7910.246417173976,99.75609413657554,86.1582148879932,93.87216692932878,95.16955669495196
2025-06-02 15:20:24.676957,1148.6486827404349,79.48869371004079,6293.648634579225,95.55495966714187,94.13321364766716,93.84174966227053,95.04890338285695
2025-06-02 16:20:24.676957,900.626308493889,75.0,9066.480767009682,99.44444493451643,91.57243274176449,93.36228094396084,99.0
2025-06-02 17:20:24.676957,1127.2292070402577,75.0,9093.033668367922,98.01628286249615,87.9496849750185,96.01209677906573,98.87331375510344
