timestamp,energy_consumption,efficiency,cost,safety_score,grid_stability,renewable_percentage,demand_response
2025-05-30 16:20:24.646957,5397.371322408986,82.86949482203012,15543.06467611112,97.28029807704253,95.25249515727477,21.045503091662233,80.23572051852912
2025-05-30 17:20:24.646957,5008.939065041932,84.07541173624276,11468.640777999219,98.20107870652342,97.51026965718253,21.250712769904286,92.60409797281815
2025-05-30 18:20:24.646957,5754.566995809626,90.46953636397566,16912.17173453933,93.04979028471753,97.49375081017592,30.70974407864693,95.0
2025-05-30 19:20:24.646957,6566.396312415404,88.87173293625058,14102.752018449783,93.49821299053822,99.41833327841094,18.701511688232397,82.98114484425574
2025-05-30 20:20:24.646957,5264.39127893736,87.9260046107847,14799.48748137518,92.64467367010911,97.65496752247377,23.52249219691824,92.04025325896293
2025-05-30 21:20:24.646957,5358.001442459323,88.65130979158135,18453.019476450387,94.7316271150797,98.43296815401162,25.917327717729155,77.74969342331732
2025-05-30 22:20:24.646957,6890.0317801079,89.75585299536642,20693.003230215327,96.17214116347051,98.20122114656691,26.452010876329386,93.40202803783319
2025-05-30 23:20:24.646957,6307.886363797541,87.20978790476426,17297.744090120763,97.25375526246667,95.93937636753033,25.14683307414972,89.33857434753774
2025-05-31 00:20:24.646957,5370.051760025819,86.60878550564142,18384.073742699886,95.16673436594344,98.84812191060091,28.16761203761529,91.89965299575093
2025-05-31 01:20:24.646957,6214.626721130098,89.64435846511832,22752.518254560557,94.71836410034196,98.30527505465429,29.797935962533213,83.31514769660667
2025-05-31 02:20:24.646957,5427.261835033274,86.23313669408086,18518.376796367385,95.7008546460876,98.60810205632141,30.150788760603348,75.54673698429625
2025-05-31 03:20:24.646957,5424.908219906929,90.50257666234141,25711.194642895978,93.76617344290169,100.0,21.69119609863521,93.20751434944131
2025-05-31 04:20:24.646957,5972.647921955384,84.27758671391094,19670.90398146969,99.65448269624382,96.03559926779032,25.340595676731464,73.00991456732466
2025-05-31 05:20:24.646957,4212.5435762768575,92.57810732550814,12717.536883222445,92.29883904954819,99.85433079238081,32.874756385000495,87.30268730794805
2025-05-31 06:20:24.646957,4310.633227308673,91.01135104100177,20242.154469907822,95.92219245491968,97.85209559524388,31.51203820316721,95.0
2025-05-31 07:20:24.646957,5172.628534117559,90.46201662312673,19065.01804728292,99.63825285178196,98.43676703687662,20.310530413150833,91.98829196717097
2025-05-31 08:20:24.646957,4730.105648173381,92.73965927592371,21688.194683304213,95.64273281035223,98.113805961313,29.06629537946842,95.0
2025-05-31 09:20:24.646957,5697.544839989352,94.88280240544313,19695.330006670014,95.28689611427863,97.74494601566896,17.549759987540487,95.0
2025-05-31 10:20:24.646957,4615.484643770095,93.02126421096881,17078.78243038473,94.98965762092932,97.60919664518707,27.805354468567412,86.03542817041526
2025-05-31 11:20:24.646957,4100.139448805802,84.54414164133672,13603.747415674668,95.38105757530114,98.51836763054952,37.18699532739973,91.7258310771265
2025-05-31 12:20:24.646957,6285.415021585137,86.31333737249146,16399.319769795376,98.52453363397036,96.68149563412338,23.083748780630245,91.35280225810769
2025-05-31 13:20:24.646957,4812.653161717053,88.35947362682555,14195.430585944345,91.39179708346013,98.95903906736787,23.77410856225344,79.28197169798312
2025-05-31 14:20:24.646957,4927.826008435741,90.3904897873294,14700.897495551779,98.91874633272465,97.80203521819561,31.885733167731466,84.60646754861665
2025-05-31 15:20:24.646957,3617.368240862492,91.93978192151647,17882.932331536995,93.03998190903076,97.09790818449483,20.468678335061607,87.8160242662453
2025-05-31 16:20:24.646957,4210.477465743972,88.2803432654426,20785.571562037552,95.39025369261412,97.78768976843132,25.13314821043217,76.16654866489031
2025-05-31 17:20:24.646957,4631.489016774018,91.08471324785494,16607.374613648546,95.10036223661109,99.5045531761171,31.390399488025434,92.97182470085784
2025-05-31 18:20:24.646957,3528.9922107149787,88.32106388467004,11477.123741072735,97.17086681522892,97.72174546487594,25.344967857555037,90.71589072611322
2025-05-31 19:20:24.646957,4669.738211135582,88.81132001167899,16039.062223425099,92.83202327953873,98.62518505489845,27.441585935795857,79.42263565212068
2025-05-31 20:20:24.646957,3822.228430134085,86.48031803598485,17939.869218774813,96.98671772800564,97.54539937284865,32.44414415142947,95.0
2025-05-31 21:20:24.646957,4018.602938118619,87.98070958798259,12174.69572237965,100.0,99.04387407502846,30.929375102810333,95.0
2025-05-31 22:20:24.646957,3736.610616084405,86.74106344105269,13270.38717009669,93.40293693760445,98.98102794545154,30.250726529614425,94.79623572375155
2025-05-31 23:20:24.646957,5683.378996600047,87.90973223941663,13403.991442979732,96.5414826562954,100.0,27.31248830806869,90.4057247118431
2025-06-01 00:20:24.646957,4192.270533140981,94.0349729706912,10716.308834591553,94.87042652713157,98.1390026151169,30.946263417849767,95.0
2025-06-01 01:20:24.646957,3376.3088013138226,88.05794863385897,14754.66621901368,97.07800811633294,98.99269783315277,28.56146649250382,95.0
2025-06-01 02:20:24.646957,4917.384183820365,95.0,12217.302308426933,96.29588160286845,98.43155463167976,31.549568159375738,95.0
2025-06-01 03:20:24.646957,3336.1774852819085,92.43630289260804,13643.870014480319,95.00546155638676,99.63876958931847,26.852456002380194,86.2749895715134
2025-06-01 04:20:24.646957,4548.879285959015,91.52888341565968,9565.528990424134,97.2945139136851,97.63344184566637,28.496944162527033,95.0
2025-06-01 05:20:24.646957,3000.0,88.41256919306929,10798.23230730982,99.95727204282977,99.10662074484225,24.528704465640168,95.0
2025-06-01 06:20:24.646957,3496.9027268031455,93.09706007015372,14201.910317665925,95.9960353067665,98.1762231732963,29.368129430548237,87.79736823260546
2025-06-01 07:20:24.646957,4821.677774423411,89.27291168197657,10883.073975242845,97.8460747226972,98.31600023801467,25.548748670536455,95.0
2025-06-01 08:20:24.646957,5367.240865437188,91.3647502530606,17192.397727192696,93.84816626605671,98.48117082675702,24.089963179026164,88.06933194272237
2025-06-01 09:20:24.646957,5030.861097869963,95.0,10865.513053332777,94.54941890581777,98.65084972441109,31.00574974893543,92.3581550557881
2025-06-01 10:20:24.646957,4920.932494476888,90.69394990742028,12833.61285047783,97.43409879570247,98.2915314099376,30.824150587240883,86.52579016514031
2025-06-01 11:20:24.646957,4891.950728220535,94.41448927687114,15093.321527720203,99.48391718286248,98.63158398559975,33.718543995773224,93.48135701375007
2025-06-01 12:20:24.646957,4066.4154985167606,88.83693367603519,8215.339575631653,97.25270445536925,100.0,27.687947652715835,77.5301976894745
2025-06-01 13:20:24.646957,4784.159892308727,90.8165774211437,8000.0,95.94053775820866,99.42041521972645,31.918881023317077,86.8562511845696
2025-06-01 14:20:24.646957,5094.240794742729,95.0,8349.350741498334,96.58978605091944,99.31310269946242,32.66325551323011,82.22867209462522
2025-06-01 15:20:24.646957,6400.7737369189435,88.97682740945149,16988.510323899416,94.1143007328708,97.9973467593552,32.159369544227225,91.77449360546507
2025-06-01 16:20:24.646957,5909.828922734091,95.0,11845.499912971953,97.84741378931274,97.57253834731316,25.82902332694772,95.0
2025-06-01 17:20:24.646957,4290.101246584119,92.89889036873093,21497.547185030395,98.42566086563076,99.42592644640891,30.72143916024385,95.0
2025-06-01 18:20:24.646957,6009.667156935628,89.04049195279424,12469.010709431057,95.77876130394964,99.355472331134,31.80817641329358,70.81450226596051
2025-06-01 19:20:24.646957,5475.348401815906,92.57300917002671,15066.267863945648,95.76413174837973,99.96084792263389,30.03173206089709,95.0
2025-06-01 20:20:24.646957,5257.297076054918,93.53706228740273,19496.81420207744,97.25656491379077,97.8928995118745,19.56732030929441,91.48625049953867
2025-06-01 21:20:24.646957,6285.65605287879,92.42425133131022,21248.496187354925,95.87127149260878,98.2759846858445,30.801526195538855,82.56425120637506
2025-06-01 22:20:24.646957,6600.711466672829,85.78347622266467,21771.150275210824,96.63165038451825,96.87465182912769,40.0,89.67606239379816
2025-06-01 23:20:24.646957,6483.107463484431,88.24407768398416,19559.72278231956,100.0,98.1302161228698,28.18412879848468,89.4628065164402
2025-06-02 00:20:24.646957,5012.305107892514,89.61039186859874,19341.353768863377,96.30614948286102,99.52775670850033,26.329830521713774,82.34511546563473
2025-06-02 01:20:24.646957,5366.551024813019,90.05334183724263,18363.03506743234,96.10058668818932,98.07313666950577,31.818376819337782,88.88315743747697
2025-06-02 02:20:24.646957,5795.386129188598,92.05871062474279,19214.02231946488,95.53852260627322,99.1885037319927,31.490486946510625,82.05421633274939
2025-06-02 03:20:24.646957,6215.354856630758,90.6463353001103,15491.842542692473,98.33759596781591,98.36585791691498,35.864798191022295,83.28848523736804
2025-06-02 04:20:24.646957,4946.355397917174,86.02035646552315,14926.406941280537,96.50162982549824,98.8886995016166,23.57989737484654,80.63872697843826
2025-06-02 05:20:24.646957,5068.539405959852,91.076898548021,17572.23879146385,95.57945263599528,97.42517607028482,33.489873222041446,74.27034681994228
2025-06-02 06:20:24.646957,4214.4955596008285,91.6748800092686,17236.025454918483,99.5341760634451,98.66624461017122,32.74446672165189,86.4993370611894
2025-06-02 07:20:24.646957,4022.8592086205367,91.42636329236537,16511.609029179424,99.7433866922083,95.59800878704154,29.036695389620423,89.61513751319352
2025-06-02 08:20:24.646957,5510.559232936975,92.89040848594524,20043.87234458483,95.71518458910103,98.4102992832004,31.391663958035075,88.65207562119033
2025-06-02 09:20:24.646957,5829.37666795884,92.0482705791111,20861.545661835346,93.19403646811315,96.97471316202089,34.792085983011134,90.69384094484101
2025-06-02 10:20:24.646957,4576.363187715477,90.82000808265126,18258.685396034765,98.95245757991037,99.81911136852024,33.9487666765513,86.33275612697297
2025-06-02 11:20:24.646957,5334.604458999192,89.12562679924967,22380.835491393373,95.57770943187063,99.39839333980107,23.81035625625736,79.08298024087757
2025-06-02 12:20:24.646957,4729.409069963273,84.24475970846808,14435.554606551208,98.53698040319617,99.09546400598454,33.56043418854432,89.67298209923486
2025-06-02 13:20:24.646957,3844.9006967951004,90.40605177567294,17150.876723598038,93.02349942532105,100.0,29.066377289832797,71.71152757959709
2025-06-02 14:20:24.646957,4585.359876429396,89.62802751195704,15413.329762456426,98.75609413657554,97.69530116641285,29.680417323321944,74.9883631183832
2025-06-02 15:20:24.646957,5477.724392944849,89.70586056550661,11759.254104191608,94.55495966714187,100.0,29.60437415567632,74.10921409032636
2025-06-02 16:20:24.646957,4186.590184658846,84.9456123215224,16871.962229679535,98.44444493451643,99.59157623623184,28.405702359902115,90.10028492675565
2025-06-02 17:20:24.646957,5452.545587136152,85.41618121545056,16485.410648213285,97.01628286249615,98.43031434778474,35.0302419476643,88.64801492387501
2025-06-02 18:20:24.646957,3000.0,91.7012473636814,21095.033847489325,95.08388285028198,99.80990805881109,28.564237561934373,84.65975276909201
2025-06-02 19:20:24.646957,4883.275605491171,88.30469456260964,18128.7905093896,96.18091734735455,97.5753452476117,23.29263534252376,89.00294837175562
2025-06-02 20:20:24.646957,4334.1748340587965,90.34875605106767,12827.683656107642,98.37005720186457,97.86440728358288,26.826754261055967,73.07087461316235
2025-06-02 21:20:24.646957,4080.6317859582123,88.26961628068112,21113.462534762315,97.21084056744142,98.08754551538766,29.58849997434973,82.5837598623665
2025-06-02 22:20:24.646957,4463.8217540931755,88.15404134566552,18857.299087268755,98.16870940140491,98.1743017111364,34.73839788683088,78.49647529946289
