timestamp,energy_consumption,efficiency,cost,safety_score,customer_satisfaction,inventory_accuracy,sales_performance
2025-05-30 16:20:24.701958,659.6056983613479,70.0,4144.817246962965,93.56059615408506,75.0,89.62730185499734,88.08930129632282
2025-05-30 17:20:24.701958,600.1534576167662,70.33054455139093,3050.3570823050627,95.0,82.75124496559525,89.75042766194257,119.60895542601529
2025-05-30 18:20:24.701958,710.8853023997767,83.29684325200171,4494.334059866809,85.25928200856521,82.86792780064704,95.42584644718815,137.1750837924591
2025-05-30 19:20:24.701958,831.6948371361115,80.27595202784426,3738.1489076824314,86.23541878431433,92.68887955341023,88.22090701293943,96.71815198971001
2025-05-30 20:20:24.701958,635.6439387837057,78.5542338732686,3917.858226652994,84.60696139079852,84.06823759541099,91.11349531815094,119.91857774382845
2025-05-30 21:20:24.701958,649.2096876346213,80.16799044312506,4887.240998148603,88.8585978867523,88.15196471997726,92.5503966306375,84.71452121937584
2025-05-30 22:20:24.701958,878.8627122573901,82.53205295052746,5481.119938725656,91.81624400349386,87.18388673374402,92.87120652579762,124.33024947218584
2025-05-30 23:20:24.701958,791.7518519573855,77.58519724717078,4573.925452290735,94.05476066061286,76.06165663824126,92.08809984448983,114.61220367815301
2025-05-31 00:20:24.701958,651.6751267489864,76.51728883511143,4863.657513198346,89.95446214789438,90.78812779470194,93.90056722256918,121.40467447045214
2025-05-31 01:20:24.701958,779.3580462211777,82.70994007823971,6030.592738588606,89.12970684008098,88.2518101978376,94.87876157751992,100.27625199872156
2025-05-31 02:20:24.701958,662.6438444611197,75.99506945773597,4905.568431640004,91.16470533822957,89.93847089139396,95.09047325636202,81.125453506647
2025-05-31 03:20:24.701958,664.0555292442266,84.62632796605097,6829.839292587025,87.36318625374392,95.0,90.01471765918113,125.47981887296947
2025-05-31 04:20:24.701958,748.3206568516932,72.25235709439812,5227.379796599847,95.0,77.40264766948223,92.20435740603888,75.11576831643087
2025-05-31 05:20:24.701958,486.699466106719,85.0,3383.4734409450884,84.5568764429027,95.0,96.7248538310003,110.90107470001607
2025-05-31 06:20:24.701958,504.0352425930163,85.0,5402.293961368009,91.86370710726644,86.78385083918667,95.90722292190033,136.8256461719295
2025-05-31 07:20:24.701958,636.110620488948,84.74071775944735,5102.418730669357,95.0,89.84483832213172,89.1863182478905,122.47873643680524
2025-05-31 08:20:24.701958,572.5781765699995,85.0,5817.525656976291,91.41598114368955,88.3592192279914,94.43977722768106,158.12717010158076
2025-05-31 09:20:24.701958,720.5186779382652,85.0,5303.002294498321,90.7550159560679,86.63522035871124,87.52985599252429,140.05947510034179
2025-05-31 10:20:24.701958,560.9167888803445,85.0,4623.185577038429,90.20775699664418,86.06746990694363,93.68321268114046,106.7511991973222
2025-05-31 11:20:24.701958,486.10650763140643,72.7816448795364,3715.1330777249977,91.03411905339257,90.71462120181191,98.0,120.52047047654042
2025-05-31 12:20:24.701958,816.076430289295,76.23523657951655,4479.578517226852,95.0,81.62148644068108,90.85024926837815,119.04405800994138
2025-05-31 13:20:24.701958,596.9344421082282,80.22063463249141,3910.7878590801365,83.13112483456541,93.09001196557892,91.26446513735206,88.23732877703898
2025-05-31 14:20:24.701958,615.4898306541405,84.15370128489786,4064.046201179582,95.0,87.3750647758809,96.13143990063888,100.83510801306531
2025-05-31 15:20:24.701958,419.63097363788137,85.0,4930.200442220145,86.48657787034487,83.91347300610082,89.28120700103696,108.06444178345177
2025-05-31 16:20:24.701958,508.67306341049243,79.60979633426766,5720.581695472043,91.21015695626633,87.41013113985707,92.0798889262593,78.06849941658777
2025-05-31 17:20:24.701958,571.2167234424295,85.0,4621.06601750025,90.64890625803693,95.0,95.83423969281526,119.13581790154649
2025-05-31 18:20:24.701958,404.51750117308245,79.2823571791628,3265.602291025122,94.80382998805624,87.14111549200486,92.20698071453302,112.48122269708952
2025-05-31 19:20:24.701958,573.5736953445489,80.0278068712361,4492.283597737029,86.1353338200048,91.67088488018139,93.4649515614775,83.16979118934218
2025-05-31 20:20:24.701958,443.6658025620467,75.11130254363967,5006.5481632604515,94.4490924330338,86.27246727136493,96.46648649085769,123.77057580723505
2025-05-31 21:20:24.701958,469.6404600539191,77.83903497024393,3473.462921849763,95.0,93.75317420480604,95.5576250616862,128.96208377442423
2025-05-31 22:20:24.701958,423.2061138428418,75.06914856619524,3766.589711347067,87.27546032549766,93.41501362697129,95.15043591776865,118.0499531883208
2025-05-31 23:20:24.701958,710.4980868906833,77.09947044076965,3799.5936390859392,93.54196066823974,95.0,93.38749298484122,105.80612165193483
2025-06-01 00:20:24.701958,481.606055044427,85.0,3076.5285826986265,90.18413472997047,89.12004828771146,95.56775805070986,122.81595176357963
2025-06-01 01:20:24.701958,353.5864677578225,76.73763833536516,4143.248314044105,94.5784092252452,93.32759916605913,94.13687989550229,123.22085950930678
2025-06-01 02:20:24.701958,578.8413723135329,85.0,3452.5796538334785,92.98804951940429,90.44866174995707,95.92974089562544,114.3323547878341
2025-06-01 03:20:24.701958,335.6044484885574,84.78649561809236,3815.125845473489,90.3758512837766,95.0,93.11147360142812,90.20751799442287
2025-06-01 04:20:24.701958,511.44597832945766,82.60300063931373,2705.95956908688,94.91732253225103,86.27507621634732,94.09816649751622,110.70440230344583
2025-06-01 05:20:24.701958,300.0,75.99411936903638,3009.499934000618,95.0,93.53140257926292,91.7172226793841,127.52153837439424
2025-06-01 06:20:24.701958,342.09596452683866,84.98100686603601,3888.627566013625,92.23122540899314,88.75801395785366,94.62087765832894,90.09577855409744
