timestamp,energy_consumption,efficiency,cost,safety_score,occupant_comfort,workspace_utilization,productivity_score
2025-05-30 16:20:24.729162,439.73713224089863,71.44915803671687,3108.612935222224,94.4204471155638,80.0,68.67280494665957,78.42679038889685
2025-05-30 17:20:24.729162,399.3095873158808,73.55889292186866,2275.8279607452987,95.8316085603126,85.20099597247619,69.32071920892716,87.64313446910936
2025-05-30 18:20:24.729162,472.3815271994278,84.31488150655817,3347.2305151070796,88.13460944395472,85.29434224051762,84.77222339115343,90.0
2025-05-30 19:20:24.729162,552.257461722495,81.74947505776883,2769.224725738201,88.83706311396301,93.15110364272819,65.87106950635653,80.30750308208371
2025-05-30 20:20:24.729162,421.0181410496321,80.26859645037227,2894.1945309151997,87.5864030451229,86.25459007632878,73.88913504527073,87.04408319913732
2025-05-30 21:20:24.729162,429.68395590294875,81.56977069863366,3612.7977317197942,90.74625482009986,89.52157177598181,78.01540174822146,76.26986229673122
2025-05-30 22:20:24.729162,582.5993787766241,83.49927969318381,4051.4514378520494,92.93616384361647,88.74710938699522,79.15306443919698,87.95461554696966
2025-05-30 23:20:24.729162,524.5550775074288,79.34000386375104,3366.249800806999,94.5873832493056,80.0,77.33226082524001,84.85467780730528
2025-05-31 00:20:24.729162,431.4343873046709,78.41737225069585,3580.930610742262,91.48525480835384,91.63050223576155,82.41604783213445,86.725629056658
2025-05-31 01:20:24.729162,517.0648513057681,83.54990623375397,4455.901271403228,90.84065174030195,89.60144815827007,85.25600411008065,80.24021296743817
2025-05-31 02:20:24.729162,440.01123940837846,77.9313484789,3614.448053469631,92.34183459673025,90.95077671311518,86.03084186157618,74.37000956044886
2025-05-31 03:20:24.729162,441.9499845413537,85.10684803843952,5062.625455668549,89.46670038029454,95.0,72.68265143967623,87.57514917889303
2025-05-31 04:20:24.729162,499.35231934368,74.78400533866815,3868.4804715098953,98.0,80.92211813558579,78.6839041763365,72.39025613837217
2025-05-31 05:20:24.729162,326.36987251490564,88.0,2495.9927031481907,87.3175821640153,95.0,90.0,83.07717787360721
2025-05-31 06:20:24.729162,339.5353037093939,86.08620301191951,4023.259177617029,92.77750309586588,88.42708067134934,88.80115646452674,90.0
2025-05-31 07:20:24.729162,429.33377486103166,85.19678321970679,3814.129045625662,98.0,90.87587065770536,70.95651019290362,86.53924125560843
2025-05-31 08:20:24.729162,388.82414873384744,88.0,4368.726661364659,92.40573706030445,89.68737538239311,85.01264274022965,90.0
2025-05-31 09:20:24.729162,489.3454719073617,88.0,4003.4095779248605,91.89441463564424,88.308176286969,66.60114974299485,90.0
2025-05-31 10:20:24.729162,384.8352574038332,88.0,3516.20025569205,91.47007170652806,87.85397592555489,82.99220194920709,82.03291770187538
2025-05-31 11:20:24.729162,336.7943883187211,75.33879632392119,2859.6171407200754,92.07772110091469,91.57169696144952,90.0,86.29740894977195
2025-05-31 12:20:24.729162,558.4920112594415,78.26231059615763,3458.894624155302,96.8124728442147,84.29718915254486,75.30045610175578,86.01991233013052
2025-05-31 13:20:24.729162,413.94345416847074,81.63635881947418,3059.3790963931983,86.13184853983829,93.47200957246314,76.28481043428799,76.9747981397484
2025-05-31 14:20:24.729162,427.63313044036084,84.9740307516455,3202.1487032862524,97.43965165980929,88.90005182070473,89.10844489742671,80.9820397744877
2025-05-31 15:20:24.729162,298.101162069831,87.49756275420741,3879.9254804518123,88.63774008931546,86.13077840488066,70.65144095369395,83.40904427833902
2025-05-31 16:20:24.729162,358.1766600960731,81.32857267519111,4500.772779078054,92.17819702821117,88.92810491188565,77.8903053785043,74.69782639267038
2025-05-31 17:20:24.729162,400.2181964143806,85.92130875540566,3703.646836026541,91.75718301917401,95.0,87.64341667564551,87.33378671835723
2025-05-31 18:20:24.729162,289.02808815046404,81.22279393938322,2713.549038620365,94.87549806691338,88.71289239360388,77.67858624952842,85.67999429554179
2025-05-31 19:20:24.729162,401.24543350989626,81.93635970239288,3658.5860518754434,88.37848846745918,92.33670790414511,80.70812502122928,77.25438343344024
2025-05-31 20:20:24.729162,313.7067251156682,77.93691052674927,4067.37728170184,94.62044735815842,88.01797381709194,88.35517784882563,89.82587984472302
2025-05-31 21:20:24.729162,329.63593174625925,80.31242966362325,2938.274368757203,98.0,94.00253936384483,85.54361459750497,90.0
2025-05-31 22:20:24.729162,296.84217828693033,78.1108151263093,3176.0176281365475,89.26045871510402,93.73201090157703,84.04022210355421,88.95444138899269
