timestamp,energy_consumption,efficiency,cost,safety_score,production,temperature,humidity
2025-05-30 16:20:24.582376,1099.3428306022465,76.44915803671687,5181.021558703707,95.4204471155638,58.78742735912148,20.418201236664892,42.022325324080704
2025-05-30 17:20:24.582376,992.3138230951287,78.50896873582484,3783.082746013326,96.8316085603126,93.4035074549172,20.520272775929993,49.60265872012462
2025-05-30 18:20:24.582376,1169.2715737791507,89.21548755334771,5559.006158366888,89.13460944395472,93.90196526157247,24.32379900643823,53.69712658597672
2025-05-30 19:20:24.582376,1363.710012613873,86.6015178530077,4586.3457326353055,89.83706311396301,123.51051027451408,19.540271991474775,43.290844897689055
2025-05-30 20:20:24.582376,1031.052993517063,85.07342997221191,4785.94987886636,88.5864030451229,97.79021222071407,21.48820887741795,48.80638510272239
2025-05-30 21:20:24.582376,1049.0577163310045,86.32918946159958,5975.782361063744,91.74625482009986,110.17763787103402,22.465393483734587,39.730705676534846
2025-05-30 22:20:24.582376,1428.7710577804855,88.21550956011505,6700.062246975119,93.93616384361647,107.4029706004383,22.698150456534375,49.37222752678365
2025-05-30 23:20:24.582376,1282.33048327812,84.01569063573045,5552.457774656945,95.5873832493056,74.15790959878554,22.194524727095914,46.69483550315502
2025-05-31 00:20:24.582376,1049.576340992914,83.05556808453169,5906.028453961357,92.48525480835384,118.4497958825983,23.420772683424083,48.161782443872305
2025-05-31 01:20:24.582376,1265.1773906426895,88.15405394604456,7361.599616606711,91.84065174030195,110.94298745664102,24.090259978185802,42.66728750695214
2025-05-31 02:20:24.582376,1075.6106583990868,82.50526380494586,5958.109270388091,93.34183459673025,116.09366669604437,24.24811177553596,37.687929576139446
2025-05-31 03:20:24.582376,1085.0955212982358,89.65469992322565,8372.421993079364,90.46670038029454,168.0903183761464,20.880271312796346,48.60740843915187
2025-05-31 04:20:24.582376,1234.800271506652,79.31029434578596,6384.7012139325425,99.3254388649096,78.62907598709327,22.35524815522537,35.8714973697384
2025-05-31 05:20:24.582376,810.0555881518791,93.17171021530842,4101.6414680875205,88.3175821640153,136.41964103442277,25.383285999441352,44.6986502982481
2025-05-31 06:20:24.582376,852.1063794950855,90.58407584825366,6653.442063281038,93.77750309586588,106.85793400855755,24.85166677098951,51.087687574920416
2025-05-31 07:20:24.582376,1087.0414914726164,89.68834247168604,6313.197470850004,99.3757152600226,116.0598372104574,20.383566043827944,47.43708971267188
2025-05-31 08:20:24.582376,997.3484965414164,93.50023537422518,7247.768614371971,93.40573706030445,111.60518984499635,23.897350683429188,56.31454602702965
2025-05-31 09:20:24.582376,1261.1824286095484,95.0,6651.045953705275,92.89441463564424,106.4180753282698,19.301135549287316,51.79298122361294
2025-05-31 10:20:24.582376,1013.1647110713968,93.98848487322807,5853.002364207912,92.47007170652806,104.68187317969283,23.412639148063686,43.491879224747564
2025-05-31 11:20:24.582376,906.7992772704246,79.86270636728864,4774.411907686217,93.07772110091469,118.57213347533339,27.173376923713057,46.9911692463221
2025-05-31 12:20:24.582376,1474.9892391494473,82.80947009036097,5790.5503457554805,97.8124728442147,91.2229808394332,21.538926747261073,46.710238198821074
2025-05-31 13:20:24.582376,1127.4866132324676,86.21302323949169,5143.522747988776,87.13184853983829,125.54004263668422,21.820640148958557,39.127918448567215
2025-05-31 14:20:24.582376,1175.2049217015028,89.58649205136135,5401.630867332896,98.43965165980929,108.28781042849518,25.069537320943656,42.42770274290823
